3	412	905
0	313	351.3260498046875	65.85819244384766
2	313	427.3932189941406	91.90772247314453
0	314	358.60687255859375	283.585205078125
2	314	427.64996337890625	337.1787109375
0	315	358.8494567871094	288.125732421875
2	315	428.3167724609375	343.38330078125
0	316	357.8338623046875	169.63824462890625
2	316	431.4812316894531	204.39569091796875
0	317	361.1488952636719	198.6371612548828
2	317	433.3235778808594	237.01058959960938
0	318	363.2999572753906	283.7575988769531
2	318	433.44647216796875	337.98077392578125
0	319	361.285888671875	192.48367309570312
2	319	434.11376953125	230.4718475341797
0	320	364.0801696777344	278.6470642089844
2	320	434.53369140625	331.8681945800781
0	321	369.5912170410156	278.1866760253906
2	321	440.7984313964844	331.1468200683594
0	322	369.9510803222656	288.9008483886719
2	322	440.9876403808594	344.45819091796875
0	323	368.07342529296875	202.4078826904297
2	323	441.101806640625	241.9384002685547
0	324	368.07342529296875	202.4078826904297
2	324	441.101806640625	241.9384002685547
0	325	373.8360900878906	279.4837341308594
2	325	445.6705627441406	332.72454833984375
0	326	376.8688049316406	277.5676574707031
2	326	449.0074157714844	330.5002136230469
0	327	377.9280700683594	212.48744201660156
2	327	449.9195251464844	253.5587921142578
0	328	377.9180908203125	329.25634765625
2	328	450.1603088378906	394.94482421875
0	329	377.0551452636719	224.0758056640625
2	329	450.40234375	267.0567321777344
0	330	382.6789855957031	297.727783203125
2	330	455.6430358886719	355.2892150878906
0	331	383.58868408203125	276.86700439453125
2	331	456.5110778808594	329.93560791015625
0	332	386.7957763671875	288.3115539550781
2	332	460.0863952636719	343.8916015625
0	333	385.59307861328125	199.76513671875
2	333	460.1212158203125	239.3162078857422
0	334	390.3923645019531	325.7341003417969
2	334	463.66717529296875	390.2037658691406
0	335	391.1660461425781	223.7867889404297
2	335	465.9600524902344	266.5495910644531
0	336	391.6705627441406	218.42138671875
2	336	466.5237731933594	261.1886291503906
0	337	393.07073974609375	199.9422607421875
2	337	468.5176696777344	239.39154052734375
0	338	393.9574279785156	173.79241943359375
2	338	470.1162109375	210.24459838867188
0	339	395.6739501953125	236.74798583984375
2	339	470.56640625	282.0501708984375
0	340	396.8942565917969	310.4205322265625
2	340	471.3753967285156	370.8266296386719
0	341	396.8942565917969	310.4205322265625
2	341	471.3753967285156	370.8266296386719
0	342	396.8942565917969	310.4205322265625
2	342	471.3753967285156	370.8266296386719
0	343	397.7693176269531	184.71661376953125
2	343	473.4856262207031	223.19454956054688
0	344	399.0424499511719	223.1438751220703
2	344	474.56951904296875	265.7450256347656
0	345	400.2948303222656	205.68234252929688
2	345	476.3004150390625	245.88082885742188
0	346	402.91156005859375	226.3993377685547
2	346	478.6744384765625	270.3545837402344
0	347	403.1264953613281	166.06375122070312
2	347	480.1048583984375	201.40159606933594
0	348	403.2427978515625	152.26028442382812
2	348	480.26934814453125	186.71524047851562
0	349	405.16119384765625	317.8531799316406
2	349	480.68939208984375	380.1579284667969
0	350	405.16119384765625	317.8531799316406
2	350	480.68939208984375	380.1579284667969
0	351	404.8975830078125	174.5005340576172
2	351	482.31939697265625	211.09010314941406
0	352	406.9627990722656	299.67987060546875
2	352	482.773193359375	357.65478515625
0	353	409.3193359375	321.919189453125
2	353	485.4017028808594	385.4266662597656
0	354	409.9159851074219	296.4618225097656
2	354	485.90753173828125	353.9571838378906
0	355	407.7279968261719	99.390869140625
2	355	486.2231750488281	129.37783813476562
0	356	410.91510009765625	239.90675354003906
2	356	487.2785339355469	286.1744079589844
0	357	411.3891906738281	178.78782653808594
2	357	488.17266845703125	216.07167053222656
0	358	410.5813293457031	89.543701171875
2	358	488.9869079589844	119.07630157470703
0	359	413.4171142578125	197.77264404296875
2	359	490.5165710449219	237.86448669433594
0	360	413.1669616699219	192.09678649902344
2	360	490.53173828125	231.28817749023438
0	361	413.5921630859375	173.62452697753906
2	361	491.2353210449219	210.0207977294922
0	362	414.4767761230469	253.22010803222656
2	362	491.5023193359375	301.6863708496094
0	363	413.8208312988281	76.59736633300781
2	363	492.6289367675781	106.03976440429688
0	364	413.8208312988281	76.59736633300781
2	364	492.6289367675781	106.03976440429688
0	365	415.48968505859375	333.8038635253906
2	365	492.63525390625	400.31170654296875
0	366	417.0067443847656	271.90802001953125
2	366	493.9988098144531	324.0832214355469
0	367	417.1261901855469	196.11988830566406
2	367	494.68890380859375	235.66297912597656
0	368	416.6936340332031	89.07755279541016
2	368	495.41259765625	119.04281616210938
0	369	416.6594543457031	82.04759979248047
2	369	495.62969970703125	111.57430267333984
0	370	418.5503845214844	140.36004638671875
2	370	496.82855224609375	173.9012451171875
0	371	420.53973388671875	199.71539306640625
2	371	498.3790283203125	239.54373168945312
0	372	421.0776672363281	207.89268493652344
2	372	498.44940185546875	249.685302734375
0	373	420.6881103515625	90.93527221679688
2	373	499.51593017578125	121.33557891845703
0	374	421.0541687011719	60.42778015136719
2	374	500.1786804199219	89.60035705566406
0	375	423.759521484375	181.35008239746094
2	375	501.76898193359375	219.1603546142578
0	376	426.8459777832031	274.6697692871094
2	376	504.9903259277344	327.224609375
0	377	427.3957214355469	72.10122680664062
2	377	506.7206115722656	101.92328643798828
0	378	428.2430419921875	149.12327575683594
2	378	507.209228515625	184.7085418701172
0	379	429.52288818359375	196.65074157714844
2	379	508.0238952636719	236.0463104248047
0	380	429.9859313964844	226.27969360351562
2	380	508.3782653808594	270.5420837402344
0	381	430.4466552734375	54.8260498046875
2	381	510.28082275390625	84.36042785644531
0	382	431.832763671875	244.46633911132812
2	382	510.76715087890625	291.762939453125
0	383	432.67584228515625	241.1672821044922
2	383	511.4097900390625	287.8572998046875
0	384	432.4073791503906	51.01274108886719
2	384	511.6335144042969	80.66373443603516
0	385	433.2701416015625	187.63629150390625
2	385	512.1331176757812	226.6455078125
0	386	433.2701416015625	187.63629150390625
2	386	512.1331176757812	226.6455078125
0	387	432.6555480957031	97.88426208496094
2	387	512.1388549804688	129.8892059326172
0	388	433.57916259765625	223.87928771972656
2	388	512.4945068359375	267.42071533203125
0	389	433.8687744140625	74.64417266845703
2	389	513.197509765625	104.98397064208984
0	390	434.44451904296875	172.82656860351562
2	390	513.427734375	210.0668487548828
0	391	434.7660217285156	245.06265258789062
2	391	513.7294921875	292.46160888671875
0	392	436.2100524902344	163.0478057861328
2	392	515.1641845703125	199.37744140625
0	393	436.5124206542969	195.23681640625
2	393	515.5131225585938	235.5936279296875
0	394	436.5124206542969	195.23681640625
2	394	515.5131225585938	235.5936279296875
0	395	440.0011291503906	77.88379669189453
2	395	519.5092163085938	108.20806884765625
0	396	440.95355224609375	185.90313720703125
2	396	520.430419921875	224.9204559326172
0	397	440.603759765625	316.519287109375
2	397	520.940673828125	378.5604248046875
0	398	443.3267517089844	55.67856216430664
2	398	522.0062255859375	86.1462631225586
0	399	444.2878112792969	49.085479736328125
2	399	523.9560546875	79.52444458007812
0	400	445.6565246582031	226.2233123779297
2	400	525.3662719726562	270.7178649902344
0	401	446.1111755371094	299.470703125
2	401	526.8508911132812	357.3561706542969
0	402	447.52056884765625	267.8389587402344
2	402	527.9862670898438	319.27008056640625
0	403	451.9681396484375	168.4766082763672
2	403	531.6832885742188	205.22055053710938
0	404	451.9681396484375	168.4766082763672
2	404	531.6832885742188	205.22055053710938
0	405	453.72735595703125	226.5420379638672
2	405	534.6701049804688	271.1897277832031
0	406	455.4552307128906	98.5857925415039
2	406	535.5004272460938	130.5575714111328
0	407	456.0716857910156	164.09262084960938
2	407	536.1211547851562	200.9429168701172
0	408	461.4451904296875	81.2132339477539
2	408	540.9833374023438	113.0901870727539
0	409	462.88250732421875	187.8095245361328
2	409	544.1253051757812	227.17637634277344
0	410	465.6092834472656	85.96465301513672
2	410	545.1192626953125	118.55900573730469
0	411	555.9320678710938	355.07769775390625
2	411	617.8295288085938	438.01397705078125
0.0
0.0
0.0
0.0
0.0
0.0
597.522
312.885
239.87
0.12524222645764435
-0.048120797084809645
-0.058086814003169826
0.07264112145653859
0.07481830332677113
0.011700608308239269
597.522
312.885
239.87
-0.2355026298008398
-0.08993599704729315
-0.021407989748425033
0.07389199487216716
-0.059019913281198294
-0.03445299501878801
597.522
312.885
239.87
-0.3279989603738235
-0.16950725108708836
0.7870078700787008
-0.3158020882857584
-0.1792005656183908
0.7790077900779008
-0.30241423203214224
-0.1806524600955122
0.7720077200772008
-0.30241423203214224
-0.1806524600955122
0.7720077200772008
-0.22567412216431548
-0.17099468626253267
0.7830078300783008
-0.21929052517545408
-0.16434710420550377
0.7750077500775008
-0.21233131178545878
-0.1625654291621688
0.7770077700777007
-0.20518654867516065
-0.16352319002335086
0.7810078100781008
-0.19679666588857508
-0.15245881352755533
0.7820078200782008
-0.19324478541800694
-0.15914915421365003
0.7870078700787008
-0.17044835000842423
-0.16087389381567274
0.7830078300783008
-0.17044835000842423
-0.16087389381567274
0.7830078300783008
-0.16811937616130665
-0.1419872076318229
0.7890078900789008
-0.1432963159519736
-0.18529239743457065
0.7770077700777007
-1.3461113501396453
-2.021241626921449
8.506085060850609
-0.6546780905046938
-2.0022793609024383
8.506085060850609
-0.015850071894173225
-0.020245463038107397
0.3610036100361004
-0.015008575317752343
-0.028680986479014983
0.3590035900359004
-0.015008575317752343
-0.028680986479014983
0.3590035900359004
-0.013055980026692275
-0.002469334450821602
0.36900369003690037
-0.013055980026692275
-0.002469334450821602
0.36900369003690037
-0.01202815427727718
0.058218926049010626
0.3900039000390004
-0.012764610458982447
-0.027661380832262765
0.3590035900359004
-0.010323337879152027
0.015683011643706196
0.3740037400374004
-0.008876586741651277
0.027644163834183482
0.37900379003790036
-0.010166106854803824
-0.10176760313319794
0.3300033000330003
-0.006087939380755467
0.023637382817122042
0.37700377003770036
-0.007488693899084145
-0.08107639807660584
0.33900339003390034
-0.007705833399405425
-0.09884077076074622
0.3320033200332003
-0.005569933962909312
-0.0284091259892393
0.35800358003580035
-0.007296539041427019
-0.10594174661062349
0.32900329003290035
-0.006146835750390341
-0.06795452796370247
0.34300343003430034
-0.005444174374840871
-0.08224479326701999
0.33900339003390034
-0.0032654375632704563
-0.006034821638173987
0.36600366003660034
-0.0035338430910769373
-0.02814523467213272
0.35800358003580035
-0.0046872948514682855
-0.10787052990649683
0.32900329003290035
0.001227559180539715
0.05810618366339029
0.3890038900389004
0.004636695771724017
0.05539487944301721
0.3870038700387004
0.003927186177890323
0.0031989736480823212
0.36900369003690037
0.004589257384538268
0.000546746146031007
0.36700367003670037
0.0011941201053146807
-0.10934904588296095
0.32900329003290035
0.005361030475846691
0.0001511969727824519
0.36700367003670037
0.008301276195571156
0.05976363626903737
0.3890038900389004
0.005441051967408798
-0.04208132637903166
0.35200352003520036
0.0060553082156747625
-0.026738350660114773
0.35800358003580035
0.009199003391583256
0.036858955589019915
0.38100381003810035
0.004762409636237761
-0.08902212793793196
0.3360033600336003
0.004762409636237761
-0.08902212793793196
0.3360033600336003
0.006594577891442636
-0.04846434690706891
0.35000350003500036
0.009197826481463552
0.01000286258136053
0.37100371003710036
0.009684733405923905
0.027563192697833645
0.37700377003770036
0.010463467325679566
0.04942568373747182
0.3860038600386004
0.008401722256621339
-0.034946590220982406
0.3550035500355003
0.007328889248022441
-0.08812127564390551
0.3360033600336003
0.01111750181828046
-0.0032814675967876806
0.36500365003650037
0.011693018771040436
-0.054625025746083036
0.34800348003480036
0.0156934709073536
0.027294969643395575
0.3760037600376004
0.015737364800738562
-0.0416864649437369
0.35200352003520036
0.01350953890218662
-0.09283813196351055
0.3340033400334003
0.016999009854500247
-0.02630777303955143
0.3570035700357004
0.01359637807586513
-0.10090105189768529
0.3320033200332003
0.017639037643700325
-0.03166765402899211
0.3550035500355003
0.015542098459372463
-0.08710693864088753
0.33700337003370034
0.014455088131361541
-0.10709345593273208
0.32900329003290035
0.015236787601893816
-0.09408901532155556
0.3340033400334003
0.020361646865367858
-0.008785404324673724
0.36400364003640034
0.01612031604781212
-0.10142099614256965
0.3320033200332003
0.02239813870341754
-0.010323078129687021
0.3630036300363004
0.018594817069297304
-0.08530336798030519
0.3380033800338003
0.02200984904082695
-0.024352879203680105
0.35800358003580035
0.02200984904082695
-0.024352879203680105
0.35800358003580035
0.022263894144577433
-0.027099881307437824
0.35800358003580035
0.01854934796972796
-0.09984240305753184
0.3320033200332003
0.019761594025151312
-0.08651059144901063
0.33700337003370034
0.02230382048942845
-0.04208273765786567
0.35200352003520036
0.024905716829988014
-0.0023080975305026365
0.36600366003660034
0.022556607385389976
-0.0502852118239512
0.34900349003490033
0.021217531347782887
-0.0798147880392298
0.33900339003390034
0.026725538074710935
-0.005415420422556585
0.36400364003640034
0.026725538074710935
-0.005415420422556585
0.36400364003640034
0.026725538074710935
-0.005415420422556585
0.36400364003640034
0.021487809702665204
-0.09726926360703733
0.3340033400334003
0.025024244717232205
-0.043904770544861624
0.35200352003520036
0.026478311159731677
-0.02424849288603857
0.35800358003580035
0.026479623767539155
-0.04137391612170947
0.35200352003520036
0.031543584620979254
0.03712559168615049
0.3800038000380004
0.038468503229464546
0.09480619949177359
0.4010040100401004
0.03558872148777998
0.024047478081967638
0.37500375003750036
0.03585524307683492
-0.009578775740233593
0.3630036300363004
0.03835480375858528
0.024927806812691324
0.3760037600376004
0.03835480375858528
0.024927806812691324
0.3760037600376004
0.039658684453101965
0.030525235758070778
0.37700377003770036
0.03918676975943213
0.019570800553086024
0.3740037400374004
0.03918807906989734
-0.016497835146183675
0.36000360003600035
0.04284731791980666
0.02521637212563858
0.37500375003750036
0.04426980941726348
0.036698764425704064
0.37900379003790036
0.04425517768567935
0.023157336489258676
0.3740037400374004
0.04356283524469241
-0.024028712970457684
0.35800358003580035
0.05215126787281536
0.06138114328716503
0.3880038800388004
0.04773156288800765
-0.012994459873559511
0.36200362003620035
0.04822965590923047
-0.020574775044630154
0.3590035900359004
0.0523419507347784
-0.01016137321659947
0.3630036300363004
0.0523419507347784
-0.01016137321659947
0.3630036300363004
0.05041446334038268
-0.043539887548492986
0.35200352003520036
0.05240936082171718
-0.02430035692352153
0.35800358003580035
0.052776612077987645
-0.05117149911977961
0.34900349003490033
0.055038568966556255
-0.03079812955911903
0.35600356003560035
0.058558788616132396
-0.0050295835719771234
0.36400364003640034
0.06255133206271729
0.02453382457469148
0.37500375003750036
0.06425687909591163
0.03662981452691471
0.37900379003790036
0.05835907666472068
-0.03618830041165675
0.35400354003540035
0.05991581619814061
-0.028543229825724162
0.3570035700357004
0.0602437452974779
-0.031725839563955104
0.35600356003560035
0.05949569065101641
-0.03913644322014414
0.35300353003530033
0.0551008870458732
-0.08478427457026054
0.33700337003370034
0.06691388924378502
0.02808751262009751
0.3760037600376004
0.05659011990106416
-0.09153952364471075
0.33500335003350035
0.06450102278953194
-0.024058516736048103
0.35800358003580035
0.06450102278953194
-0.024058516736048103
0.35800358003580035
0.06266647035770058
-0.045861105869882166
0.35100351003510033
0.0585482367306719
-0.08504718300510376
0.33700337003370034
0.061106472044983
-0.06337450787514314
0.34500345003450034
0.07399989467916279
0.035544076227337386
0.37900379003790036
0.07197856931008824
0.014250252806717179
0.3720037200372004
0.06988325373382392
-0.025894693821940075
0.35800358003580035
0.06220663414950015
-0.10567053418599255
0.33100331003310035
0.06400929744696755
-0.09377952711345862
0.3340033400334003
0.06400929744696755
-0.09377952711345862
0.3340033400334003
0.07622795334066013
0.01111868362129652
0.3700037000370004
0.06344283330245659
-0.10273864599368857
0.33100331003310035
0.07215368490642479
-0.02791250762364839
0.3570035700357004
0.07358372268423309
-0.019529483947404256
0.36000360003600035
0.07244507532665787
-0.04512781088841174
0.35100351003510033
0.07868518135521416
-0.0006121836949992694
0.36600366003660034
0.06720420456495903
-0.10569873380887078
0.3300033000330003
0.07582753895626172
-0.03949959534165591
0.35300353003530033
0.07855766158496327
-0.02484707819034924
0.3590035900359004
0.08444052495756148
0.02562005522834958
0.37500375003750036
0.08404639389992258
0.017459651586664213
0.37300373003730036
0.08404639389992258
0.017459651586664213
0.37300373003730036
0.0709161940206567
-0.09362816916949324
0.3340033400334003
0.0709161940206567
-0.09362816916949324
0.3340033400334003
0.0714809605487268
-0.0910893801242621
0.3360033600336003
0.0750940153907267
-0.10566772575669048
0.33100331003310035
0.08495317270700738
-0.04170389311166423
0.35300353003530033
0.08658441399533512
-0.03962437507768584
0.35300353003530033
0.08633907417957114
-0.045467563397031265
0.35100351003510033
0.1377253550487718
0.0973592941534711
0.47200472004720045
0.08378818659003846
-0.08948267149704163
0.33700337003370034
0.0873761452497238
-0.10339458857388503
0.33100331003310035
0.18667100413595675
0.09223525768925564
0.47000470004700046
-0.13947781782277652
-0.015707442600731022
0.46968763746772146
-0.12880711334284053
-0.18361036945301834
0.7771680969783402
-0.1067875587756654
-0.19772333527253283
0.5075480539777298
-0.03492220912863962
-0.04382755230454946
0.45547457712865724
-0.017833765078922252
0.04126564856390774
0.38232133045742017
-0.016057669198928433
0.05825777298604329
0.3881508081220271
-0.01547257234861859
0.0551340189987313
0.3865042554605344
-0.01404378967638726
0.052873369404265874
0.3857191450180572
-0.01830106001748879
-0.07069251383174717
0.34412653816125344
-0.01589053897488949
-0.031389842070176616
0.35616840052475085
-0.01172444043017553
0.040538907141407676
0.38214065940490094
-0.010366489381399703
0.006743574115021286
0.36922898888200945
-0.0094261367184727
-0.016039295750234522
0.3609881707963121
-0.010595364189310404
-0.0849856326877374
0.3365202755431304
-0.0057296699981997795
0.006927393265218809
0.36899822193425397
-0.006285417098828017
-0.028738190342254853
0.3564102823107982
-0.008970832852379887
-0.09290629107875621
0.33442897997093807
-0.0036599289554200692
-0.0013927759357370562
0.3659288122707849
0.003006450857061721
0.04381514762438693
0.3820737825247976
0.0044552783676509305
0.0553092084843127
0.38559076702246586
0.004039548966177614
0.015258638551481199
0.3715367787185688
0.005616165953279004
0.03990092634409341
0.3814464190474254
0.008725805352872679
0.08135377208278582
0.3952013749891804
0.0030147611677114466
-0.026276443635046227
0.3566899829692488
0.00520067798648173
0.0019790522792558635
0.3671213610007307
-0.00026303747065878347
-0.10726318281808306
0.33082232821863367
0.005574195087760081
-0.0018181372089760423
0.36557002263136934
0.007760300778547127
0.012840772690189212
0.37066918984271474
0.0076947871020872916
0.0070675795969158545
0.3683800247201026
0.011746556967059174
0.04337792144092069
0.3817385963693601
0.007234958038578446
-0.046862316565230565
0.3500408852513398
0.0054253065483389346
-0.09575084223999863
0.3331383162336532
0.006373373465983337
-0.09191967241010102
0.3346262259860203
0.01224972898292051
-0.019970983284496438
0.35951038636652305
0.00895237073108246
-0.0924506672601633
0.334578506904708
0.016605111473621065
-0.0032971559137208173
0.36425597185281716
0.017244949935907652
-0.011664604261650696
0.3622656044009251
0.01581360140260908
-0.038071681155168194
0.3525741882436151
0.02181270749740194
0.04582638686947835
0.3829948097942529
0.01833125976884277
-0.029776696334445032
0.35544165464577526
0.01882609927003294
-0.04508913928095533
0.3503058126908486
0.01893316406153779
-0.053743229370117065
0.34736669465164993
0.024540039138988445
-0.00235145360311749
0.36579884969200216
0.025631779107319952
-0.014775751124660286
0.3612776262985864
0.03199940154467125
0.027792369586761137
0.3767630220540993
0.03212138171346719
0.02442823158727636
0.3751677895979306
0.033614092308399485
0.02972175964559344
0.37745420844285055
0.0359480182478384
0.00680211609510524
0.36916848543590086
0.03566442814195715
-0.0394887664526731
0.35287597388235314
0.046903047904270204
0.00917599648532097
0.37039444520735176
0.06233815674885215
0.036201234574680205
0.379380894248502
0.05542661709401388
-0.06197510472531237
0.345773829811576
0.05982405903757132
-0.03978250098996312
0.35385110176757173
0.06302920064186873
-0.02619718594314116
0.35904140426632675
0.06585020415845858
-0.040138931928560384
0.354636072931637
0.07206099049334472
0.0009135668652097417
0.3672942467953033
0.07097184411538557
-0.04130634577747046
0.35354660867706883
0.06798061994870447
-0.08484100285920651
0.3380332937616074
0.06813916573986945
-0.08028540943806871
0.3394642662053267
0.06663267685467139
-0.10879911042113347
0.3300444587719865
0.07668827618221727
-0.015659994407156555
0.3631432618814683
0.08143930814061257
0.015001579847850124
0.3731535474196213
0.08507533527614922
0.021014447227893085
0.3742434426846963
0.08430705246332232
-0.022457503166245313
0.36064088451810083
0.08302608406331138
-0.09273931550534381
0.3353389638960243
0.08531468872805331
-0.0829808390968129
0.3380303189577982
-0.1432963159519736
-0.18529239743457065
0.7770077700777007
-0.6546780905046938
-2.0022793609024383
8.506085060850609
-0.018596166233884527
0.08757101287008891
0.4000040000400004
-0.01840778260010386
0.05568479369991169
0.3890038900389004
-0.017488606797361608
0.041071358728890485
0.3840038400384004
-0.01602097528489992
0.05818631882745615
0.3900039000390004
-0.015467736782265077
0.03782615181297509
0.38300383003830035
-0.015850071894173225
-0.020245463038107397
0.3610036100361004
-0.015136670611107359
-0.03132542556771966
0.3570035700357004
-0.015008575317752343
-0.028680986479014983
0.3590035900359004
-0.015008575317752343
-0.028680986479014983
0.3590035900359004
-0.013055980026692275
-0.002469334450821602
0.36900369003690037
-0.013055980026692275
-0.002469334450821602
0.36900369003690037
-0.012101572806219138
0.014762748851860274
0.3740037400374004
-0.012764610458982447
-0.027661380832262765
0.3590035900359004
-0.012764610458982447
-0.027661380832262765
0.3590035900359004
-0.015262871703907728
-0.09877948761506983
0.33100331003310035
-0.01016702535666372
-0.026961318729762714
0.3590035900359004
-0.0067816436935594455
0.041878587340755065
0.3840038400384004
-0.01246952270475836
-0.09583135160122197
0.33300333003330035
-0.009549838743572726
-0.04052672337324299
0.3550035500355003
-0.011333733664875317
-0.10595260158803034
0.32900329003290035
-0.010311378551542013
-0.09031775452670977
0.33500335003350035
-0.005785119730734399
-0.031295376850866655
0.3570035700357004
-0.003082284979129805
-0.00114856252093228
0.36800368003680034
-0.0007805354535520017
0.05538723308403768
0.3880038800388004
-0.0035338430910769373
-0.02814523467213272
0.35800358003580035
-0.002227998316456502
0.004554980876310729
0.3700037000370004
-0.0003212538301280037
-0.0029867509386190087
0.36600366003660034
-0.0011113637686576009
-0.02852475728592262
0.35800358003580035
-0.0011113637686576009
-0.02852475728592262
0.35800358003580035
0.000740007319221703
0.003086640076721616
0.36900369003690037
0.004636695771724017
0.05539487944301721
0.3870038700387004
0.00451113218756787
0.04260646176223105
0.38300383003830035
0.0024077163488497246
0.0021512742039347874
0.36800368003680034
-0.0016290948737770633
-0.0878243021674232
0.3360033600336003
0.003927186177890323
0.0031989736480823212
0.36900369003690037
0.004589257384538268
0.000546746146031007
0.36700367003670037
0.006947974269149903
0.05273675302220865
0.3870038700387004
0.006050544626611476
0.02187533531548392
0.3760037600376004
0.0032532788526873704
-0.028889259167545332
0.35800358003580035
0.0032532788526873704
-0.028889259167545332
0.35800358003580035
0.005683400209133577
0.011538522203624222
0.3720037200372004
0.0038337949747019873
-0.025904180124463137
0.3590035900359004
0.006927704793240228
0.0417144241384726
0.38300383003830035
0.005361030475846691
0.0001511969727824519
0.36700367003670037
0.005361030475846691
0.0001511969727824519
0.36700367003670037
0.005387424248147783
-0.0062562706974205315
0.36500365003650037
0.005840576522932886
0.001981994699114617
0.36800368003680034
0.0006287202914048564
-0.106408374111732
0.32900329003290035
0.0006287202914048564
-0.106408374111732
0.32900329003290035
0.0011941201053146807
-0.10934904588296095
0.32900329003290035
0.007987325588358742
0.016082576805162688
0.37300373003730036
0.0060553082156747625
-0.026738350660114773
0.35800358003580035
0.005441051967408798
-0.04208132637903166
0.35200352003520036
0.010132639741954719
0.04035283109190899
0.3820038200382004
0.008664413902957538
0.002432827191466698
0.36800368003680034
0.009684733405923905
0.027563192697833645
0.37700377003770036
0.003336501503818928
-0.09595437230781131
0.33300333003330035
0.008055192994605963
-0.006355054853022934
0.36500365003650037
0.0041529742698891954
-0.1043971261440898
0.3300033000330003
0.008401722256621339
-0.034946590220982406
0.3550035500355003
0.013139320231957293
0.04177183676129027
0.38300383003830035
0.006435349435619867
-0.0961509766852345
0.33300333003330035
0.01111750181828046
-0.0032814675967876806
0.36500365003650037
0.013631444548850069
0.03714734126627436
0.38100381003810035
0.007328889248022441
-0.08812127564390551
0.3360033600336003
0.012607392673034436
0.00706653139323744
0.3700037000370004
0.010658684652277591
-0.04073387869789594
0.35200352003520036
0.006926858839039096
-0.10790865255354296
0.32900329003290035
0.011117137752060694
-0.033220363871029855
0.3550035500355003
0.011117137752060694
-0.033220363871029855
0.3550035500355003
0.011146806461453723
-0.03544148778250252
0.35400354003540035
0.0158545414763466
0.041068897996311846
0.3820038200382004
0.016881822923217996
0.05549849106909266
0.3870038700387004
0.009158583385155156
-0.10000834027489915
0.3320033200332003
0.013561116520344205
-0.036947713619773406
0.35300353003530033
0.01743129886005353
-0.002946376976490795
0.36500365003650037
0.016999009854500247
-0.02630777303955143
0.3570035700357004
0.01652948959926
-0.037718964529741404
0.35300353003530033
0.01359637807586513
-0.10090105189768529
0.3320033200332003
0.015542098459372463
-0.08710693864088753
0.33700337003370034
0.015236787601893816
-0.09408901532155556
0.3340033400334003
0.014455088131361541
-0.10709345593273208
0.32900329003290035
0.023184701569927055
0.0609033814781505
0.3880038800388004
0.019446170980964805
-0.03281331952421241
0.35400354003540035
0.021760100713182295
-0.02154924762960204
0.3590035900359004
0.01885082494769818
-0.0732383434397941
0.34100341003410034
0.02200984904082695
-0.024352879203680105
0.35800358003580035
0.02200984904082695
-0.024352879203680105
0.35800358003580035
0.02230382048942845
-0.04208273765786567
0.35200352003520036
0.024905716829988014
-0.0023080975305026365
0.36600366003660034
0.022556607385389976
-0.0502852118239512
0.34900349003490033
0.027659056349993386
0.03174056721060868
0.3780037800378004
0.027659056349993386
0.03174056721060868
0.3780037800378004
0.02669123535935416
0.011494127042710961
0.37100371003710036
0.021487809702665204
-0.09726926360703733
0.3340033400334003
0.028848006145000726
0.027581908486088116
0.37700377003770036
0.02907798945128627
0.030527493990114816
0.3780037800378004
0.026479623767539155
-0.04137391612170947
0.35200352003520036
0.028917173410966363
-0.02470453621086891
0.35800358003580035
0.031809086458928465
0.02769067956412261
0.37700377003770036
0.028918249116785436
-0.02831207533063677
0.3570035700357004
0.03221567790740939
0.024401314003162363
0.3760037600376004
0.03558872148777998
0.024047478081967638
0.37500375003750036
0.03600558209198719
0.03093578929424557
0.37700377003770036
0.033065985572784146
-0.022445319356521262
0.35800358003580035
0.033065985572784146
-0.022445319356521262
0.35800358003580035
0.03835480375858528
0.024927806812691324
0.3760037600376004
0.040156122772104036
0.02365898313224092
0.37500375003750036
0.03918807906989734
-0.016497835146183675
0.36000360003600035
0.04212072162705176
0.05789387247932873
0.3870038700387004
0.038984331406491476
-0.009595211351957064
0.3630036300363004
0.04426980941726348
0.036698764425704064
0.37900379003790036
0.04425517768567935
0.023157336489258676
0.3740037400374004
0.04663366593505018
0.030563976669560493
0.37700377003770036
0.04356283524469241
-0.024028712970457684
0.35800358003580035
0.05007036038701956
0.055468876745417395
0.3860038600386004
0.04755691658682858
-0.00977079337206663
0.3630036300363004
0.04773156288800765
-0.012994459873559511
0.36200362003620035
0.048043054309164404
-0.023922589623533268
0.35800358003580035
0.04789589883711171
-0.039037255860258475
0.35300353003530033
0.0505726467041868
-0.001907120681619542
0.36500365003650037
0.053708243272441475
0.045103900469396996
0.3820038200382004
0.053708243272441475
0.045103900469396996
0.3820038200382004
0.053708243272441475
0.045103900469396996
0.3820038200382004
0.0504320076916153
-0.03276807867876913
0.3550035500355003
0.0523419507347784
-0.01016137321659947
0.3630036300363004
0.052517635986829375
-0.020540652506351384
0.3590035900359004
0.054843161525908235
-0.008206174979242527
0.36400364003640034
0.053161764789292625
-0.04347966998856311
0.35200352003520036
0.052776612077987645
-0.05117149911977961
0.34900349003490033
0.05930227302363397
0.050116716291877986
0.3840038400384004
0.05930227302363397
0.050116716291877986
0.3840038400384004
0.05435911415717565
-0.03861891651551487
0.35300353003530033
0.05967285289380598
0.03793695904276171
0.37900379003790036
0.06213593911495078
0.05286709749932462
